inventory_id,product_id,warehouse_id,quantity_on_hand,reserved_quantity,reorder_threshold,last_restocked_date
cbb9e810-2dff-407d-b144-ef0f63fb8062,5df23c74-f4ba-4f64-99f7-f0088a76574b,3b5e3aa9-ba0f-4938-8883-41d61182dc94,1949,157,311,2024-04-18
b4a6eb57-21cb-45d6-8082-4033e2b77c92,5df23c74-f4ba-4f64-99f7-f0088a76574b,ab993ac2-3403-4413-88ca-adf00cee0973,4890,87,237,2024-02-07
b7b0abf5-4473-4767-bf78-377ed735fe96,42c92ba1-a108-4ada-b571-31b7c5873823,bbc4323f-7fdc-4913-8813-74f66d90fbff,1862,73,413,2024-04-20
96929523-70d6-4d4a-ba2d-3aa8bb68caaf,42c92ba1-a108-4ada-b571-31b7c5873823,ab993ac2-3403-4413-88ca-adf00cee0973,2876,0,169,2024-02-06
6e67db02-0a41-4d2d-9c73-62f4320c309b,42c92ba1-a108-4ada-b571-31b7c5873823,bf354916-9528-4db9-8189-f6524573c41b,3027,47,295,2024-03-09
15ab4587-36ec-4704-9510-7489d792c796,4652f045-b20b-48ef-9f65-2339511f8c15,2f1e95b4-aa81-4b55-926d-70531f59528d,800,144,427,2024-04-24
59ce4d77-015a-40ce-a1ef-a6caaf0fafa9,4652f045-b20b-48ef-9f65-2339511f8c15,067cb52e-60b6-4c7f-b93d-ba67d806f2e9,631,31,406,2024-04-21
3e63a4ff-9b0f-446e-a019-17f201437289,91fe83c2-c112-462b-a7d4-9b73dfb612f1,bd0b4a2e-3f75-46a1-bf8a-5a82594d70a4,3450,28,272,2024-04-20
1f2ecdd5-c3f9-4c64-a3b2-e8d161fc5e65,936af430-4fd6-400c-9e2d-9d6a440e3e95,9a7f238f-ff0a-4a46-9bc5-b76c045f34f7,1948,30,85,2024-03-22
6e9f5d54-2e17-4992-a733-b28388fafcb9,936af430-4fd6-400c-9e2d-9d6a440e3e95,bf354916-9528-4db9-8189-f6524573c41b,809,86,191,2024-02-19
b2df5129-f491-4696-9549-bac2c0347fb5,936af430-4fd6-400c-9e2d-9d6a440e3e95,bd0b4a2e-3f75-46a1-bf8a-5a82594d70a4,1609,29,346,2024-04-12
9c54bb5a-0eec-4261-a748-bc6446aea599,936af430-4fd6-400c-9e2d-9d6a440e3e95,414c90e8-1f79-4fac-aa23-cea655b18828,1410,25,298,2024-03-29
9ec08a24-39fb-4663-90a6-a073ce5af3b5,0701938f-6998-41b9-932d-79140f31ff70,bf354916-9528-4db9-8189-f6524573c41b,3341,25,495,2024-03-02
4645b146-9043-4dca-8764-6c6e40b16894,21460def-35d0-4ac4-965b-f3984ae01b27,3b5e3aa9-ba0f-4938-8883-41d61182dc94,4282,165,399,2024-02-25
45711940-a3d0-4593-b898-78f9dcb89db3,21460def-35d0-4ac4-965b-f3984ae01b27,9a7f238f-ff0a-4a46-9bc5-b76c045f34f7,2117,157,327,2024-04-28
34621690-849d-4b95-aab7-1ea11a0f9dc0,06a0ae16-1d45-4341-8837-e1ec92fa6291,bd0b4a2e-3f75-46a1-bf8a-5a82594d70a4,2737,179,349,2024-02-07
256fa101-17a9-413a-94ab-5d314960a2a2,06a0ae16-1d45-4341-8837-e1ec92fa6291,17c4e490-aea6-450e-8341-edd09cb436b7,3029,0,101,2024-04-25
2b79c9c1-3435-4d1d-9682-0a9f62649a10,5a52a7cb-12a0-45e0-8546-c6e9c0b20b4f,2f1e95b4-aa81-4b55-926d-70531f59528d,3400,100,354,2024-03-09
336f6d76-b37b-4937-975f-eaff6a49d7d6,5a52a7cb-12a0-45e0-8546-c6e9c0b20b4f,90d6c40d-10d6-432b-99fe-bd1448f1aa57,4332,73,402,2024-02-24
5974df62-ca6d-4e8f-9eac-d2e5753bf455,5a52a7cb-12a0-45e0-8546-c6e9c0b20b4f,ab993ac2-3403-4413-88ca-adf00cee0973,3772,9,66,2024-04-20
7a9d52e0-16e2-4b8d-baa3-4b49c5f74fba,cc0be2c2-61c8-4764-9ff5-81d2ff7f8f83,bbc4323f-7fdc-4913-8813-74f66d90fbff,2613,58,482,2024-04-09
308fc747-8f94-4e69-a0c3-2f7e1722e0a9,cc0be2c2-61c8-4764-9ff5-81d2ff7f8f83,17c4e490-aea6-450e-8341-edd09cb436b7,1821,179,417,2024-02-03
9c5080d8-381a-4c8e-8aae-7afbd10d1359,462f313c-2a97-43f2-b122-ecba66af597e,ab993ac2-3403-4413-88ca-adf00cee0973,3294,98,457,2024-04-06
f0aafca8-dd59-4f36-abaa-ac9298721ae2,462f313c-2a97-43f2-b122-ecba66af597e,bd0b4a2e-3f75-46a1-bf8a-5a82594d70a4,4532,131,250,2024-02-24
c9f06f8a-1774-4080-acc8-045fab260381,462f313c-2a97-43f2-b122-ecba66af597e,bbc4323f-7fdc-4913-8813-74f66d90fbff,1975,57,247,2024-04-16
27b5c1e5-a8f9-475c-9e7a-7e5c4680530a,d6dd0fce-024e-4c4a-ad67-1329754d5cc5,675870cd-1868-4277-aeba-578addec8838,734,119,428,2024-02-13
777a0941-0e72-4c2b-896f-6659a006cdeb,5736c04f-59ab-4c71-9b36-b11ac3d1a7e7,90d6c40d-10d6-432b-99fe-bd1448f1aa57,4205,167,394,2024-02-17
b6a1bee0-acd4-40c1-baa0-a3fe914735c5,5736c04f-59ab-4c71-9b36-b11ac3d1a7e7,ab993ac2-3403-4413-88ca-adf00cee0973,896,38,345,2024-03-11
423b39d8-b276-451b-96c3-699cf110d45a,5736c04f-59ab-4c71-9b36-b11ac3d1a7e7,bd0b4a2e-3f75-46a1-bf8a-5a82594d70a4,1735,62,207,2024-03-07
00fdc22c-e28e-4f76-9734-e6ea6b6c5a48,8ee4723c-8e6d-449a-834c-5bba173756d9,90d6c40d-10d6-432b-99fe-bd1448f1aa57,1577,170,312,2024-04-22
ce079adb-86b9-4792-a54b-73650b57fffa,8ee4723c-8e6d-449a-834c-5bba173756d9,ab993ac2-3403-4413-88ca-adf00cee0973,2945,27,157,2024-02-13
6e3509aa-10e3-41a8-be6e-5bd2f2bf017a,e1d28ac3-152f-4348-a43e-c4b212fa2aee,ab993ac2-3403-4413-88ca-adf00cee0973,945,180,78,2024-04-07
169b7f8f-28f3-4244-8fbc-645697e79a60,e1d28ac3-152f-4348-a43e-c4b212fa2aee,186252aa-ede5-4d43-ae8c-afa67e2d2f41,3289,68,245,2024-02-21
d5fd5417-2ebc-4514-bf5b-96c2741a96e1,b4658989-e631-4e60-ad15-18ed6753eed5,17c4e490-aea6-450e-8341-edd09cb436b7,1447,124,152,2024-03-10
1e7bedcc-6e2a-4e3c-abd1-fb23a9b4b614,b4658989-e631-4e60-ad15-18ed6753eed5,414c90e8-1f79-4fac-aa23-cea655b18828,2924,31,321,2024-03-11
14ad7122-d8e1-4a1d-8d56-406a6e1db512,7aaa3ca8-e2b9-43fb-b103-9836b23e9f07,675870cd-1868-4277-aeba-578addec8838,2993,200,359,2024-02-05
3d5c69ac-635f-420c-8ff1-51317f935c9f,7aaa3ca8-e2b9-43fb-b103-9836b23e9f07,90d6c40d-10d6-432b-99fe-bd1448f1aa57,1139,109,458,2024-02-29
7f629cf0-b822-4a8f-ad11-53f141807791,7aaa3ca8-e2b9-43fb-b103-9836b23e9f07,414c90e8-1f79-4fac-aa23-cea655b18828,4470,184,238,2024-04-18
f5139172-b1e9-4e30-86db-274ff1e97e21,2742c196-4343-49b8-b642-914b2fcea9ae,fa42ec50-bf62-41ae-851d-68ee160f73ae,2155,127,276,2024-04-13
ebac8189-2c08-4d5d-83cd-6536dc03fc06,4d369783-1c0d-46c8-9832-f827642717d3,675870cd-1868-4277-aeba-578addec8838,4209,103,457,2024-03-28
82d033e5-7caf-4fc8-8b9c-fb268203abda,cace8d10-d7e4-460f-9db8-578705dd09ed,bd0b4a2e-3f75-46a1-bf8a-5a82594d70a4,4456,184,257,2024-02-05
2141add7-126c-4caf-9515-db4efe53f60d,cace8d10-d7e4-460f-9db8-578705dd09ed,bf354916-9528-4db9-8189-f6524573c41b,3912,46,220,2024-03-19
3a97971a-8703-4c4f-a253-845065d121da,309895f2-2a39-424a-9e47-0a3afa10209f,9a7f238f-ff0a-4a46-9bc5-b76c045f34f7,1754,95,346,2024-04-27
6ba501ad-c471-438b-b316-14a71247938a,309895f2-2a39-424a-9e47-0a3afa10209f,675870cd-1868-4277-aeba-578addec8838,4884,1,227,2024-04-09
fa4556a5-56a4-49f9-a0f3-4e6a0168e48d,24adc890-ec5e-4c7e-91f5-71c0593bbac0,675870cd-1868-4277-aeba-578addec8838,4308,108,445,2024-03-10
88173ef7-4f65-49b6-b670-49f6990a8277,24adc890-ec5e-4c7e-91f5-71c0593bbac0,30a760c5-971e-45bc-a486-1b9c5c6cb5b3,1153,87,128,2024-04-07
ddf9bdec-030d-4f16-ae5c-d70e082f6eb6,24adc890-ec5e-4c7e-91f5-71c0593bbac0,414c90e8-1f79-4fac-aa23-cea655b18828,3262,49,355,2024-04-03
166edfd9-53b6-4097-b719-004278bb57e4,613e2857-2546-41c6-94df-10ad3dc7f923,3b5e3aa9-ba0f-4938-8883-41d61182dc94,4022,135,312,2024-02-23
ca21a4be-42a4-4a21-8447-1b8208e2127f,613e2857-2546-41c6-94df-10ad3dc7f923,bf354916-9528-4db9-8189-f6524573c41b,4937,136,206,2024-03-22
a7fe08b5-3b8f-483c-af40-300eca88f5f6,b6d35912-9ea3-4557-bc63-fdf765ab6755,bf354916-9528-4db9-8189-f6524573c41b,2423,89,192,2024-03-23
13779bfc-1b9a-48e1-82a0-ef87f0dff8b2,b6d35912-9ea3-4557-bc63-fdf765ab6755,2f1e95b4-aa81-4b55-926d-70531f59528d,1334,17,176,2024-02-18
cbaf75ca-1ad6-4b37-9b21-af0f07b2e821,b6d35912-9ea3-4557-bc63-fdf765ab6755,30a760c5-971e-45bc-a486-1b9c5c6cb5b3,3592,112,110,2024-02-18
862b1423-c732-435d-81aa-7357a345eae1,cd430abf-45fc-4ac6-9905-14b990e51ac7,30a760c5-971e-45bc-a486-1b9c5c6cb5b3,1404,104,400,2024-03-27
401cb252-6657-4a68-a892-bf69bd7824a8,cd430abf-45fc-4ac6-9905-14b990e51ac7,414c90e8-1f79-4fac-aa23-cea655b18828,753,184,87,2024-02-20
397c228c-9ab3-4558-ad43-9c002da3758f,cc4f7ff8-6dc8-40f1-8db8-cbcf7cc0e09a,fa42ec50-bf62-41ae-851d-68ee160f73ae,2427,106,157,2024-02-08
9425d78e-11c5-40db-921f-a0c11e509e18,cc4f7ff8-6dc8-40f1-8db8-cbcf7cc0e09a,067cb52e-60b6-4c7f-b93d-ba67d806f2e9,630,153,200,2024-04-27
0a812ce8-f622-487a-aa53-51855d79986e,03252200-4685-4332-abab-726904cc3de7,90d6c40d-10d6-432b-99fe-bd1448f1aa57,3886,124,421,2024-02-05
5035286f-2a72-4a9c-9c65-4d4714582e39,03252200-4685-4332-abab-726904cc3de7,186252aa-ede5-4d43-ae8c-afa67e2d2f41,2004,193,204,2024-02-12
a936ecaa-8671-441f-aebd-fdadae3097f6,d2f4d528-d84d-4fea-b3c3-bcc41c2b3b83,bd0b4a2e-3f75-46a1-bf8a-5a82594d70a4,2792,67,293,2024-02-13
d0915377-456f-49eb-bc87-b9aa30d6c9a9,d2f4d528-d84d-4fea-b3c3-bcc41c2b3b83,ab993ac2-3403-4413-88ca-adf00cee0973,4622,68,68,2024-03-03
8da45cc6-1464-46c8-b99b-f045516234bf,7e0f62ba-213a-4299-8e58-4178dd711264,186252aa-ede5-4d43-ae8c-afa67e2d2f41,4560,9,420,2024-04-26
28f7b1a6-9bcd-4156-a936-bc51da67be18,7e0f62ba-213a-4299-8e58-4178dd711264,17c4e490-aea6-450e-8341-edd09cb436b7,4477,34,296,2024-03-20
324d35cd-06c2-4577-9fb9-6ed913dd997d,7e0f62ba-213a-4299-8e58-4178dd711264,414c90e8-1f79-4fac-aa23-cea655b18828,2033,165,114,2024-03-25
2b9057f7-ed56-4ccd-bce9-fc492f0d4f06,f9c9eba3-0a8f-4dbb-accd-a9621d0f40b9,bbc4323f-7fdc-4913-8813-74f66d90fbff,4713,198,189,2024-03-17
d9fe8fd9-599c-4720-83a1-7ffe93b6fab6,f9c9eba3-0a8f-4dbb-accd-a9621d0f40b9,ab993ac2-3403-4413-88ca-adf00cee0973,2179,134,444,2024-03-23
91484fcc-3164-40fb-8b4e-6a49d589b245,ccf9199d-4193-406c-bcba-4da9aef3791e,30a760c5-971e-45bc-a486-1b9c5c6cb5b3,3767,94,450,2024-03-28
bd88a858-cb75-4908-b436-2f760761d6a2,ccf9199d-4193-406c-bcba-4da9aef3791e,fa42ec50-bf62-41ae-851d-68ee160f73ae,4895,50,493,2024-04-22
7aa36728-70a3-49c8-b553-37b326a5197e,de4d40c3-8e25-43ce-8336-19badaef8afa,bf354916-9528-4db9-8189-f6524573c41b,196,192,316,2024-03-31
66108a6f-bd20-4ae1-a6c2-e12b92bb12bb,de4d40c3-8e25-43ce-8336-19badaef8afa,bbc4323f-7fdc-4913-8813-74f66d90fbff,3117,37,163,2024-03-08
ef3ba3f9-3517-491a-946d-487a2ee09415,033c2fce-c364-4c7c-b4df-88c7eff3f8f5,675870cd-1868-4277-aeba-578addec8838,4441,47,382,2024-03-30
e43a52fa-a2e0-42a2-8e81-07d19ed462dd,033c2fce-c364-4c7c-b4df-88c7eff3f8f5,17c4e490-aea6-450e-8341-edd09cb436b7,4935,60,395,2024-02-15
b2a11b6f-1888-42d0-a97f-567816330fec,0f0fbc4e-e2a4-44b5-bf8c-403c7162e367,186252aa-ede5-4d43-ae8c-afa67e2d2f41,3528,11,141,2024-03-15
a38c299a-f3ae-413e-ba38-54040d8dbcf2,0f0fbc4e-e2a4-44b5-bf8c-403c7162e367,2f1e95b4-aa81-4b55-926d-70531f59528d,3118,156,453,2024-03-14
051d6f74-b9e4-41ea-abe1-08726fd3b895,1ad9d75e-814b-4643-a326-10021a495d67,067cb52e-60b6-4c7f-b93d-ba67d806f2e9,4830,163,115,2024-02-19
7c44bddb-1d8b-4ccb-a14c-80e73d020a80,1ad9d75e-814b-4643-a326-10021a495d67,bf354916-9528-4db9-8189-f6524573c41b,2722,116,308,2024-04-28
d19c4fb9-010d-477b-9eef-2880bf976853,f03cadb6-d5a7-4da9-953d-b870fe702653,186252aa-ede5-4d43-ae8c-afa67e2d2f41,1614,108,184,2024-03-23
0172e3f1-4582-4ca1-97c4-513f00512901,f03cadb6-d5a7-4da9-953d-b870fe702653,fa42ec50-bf62-41ae-851d-68ee160f73ae,4530,112,187,2024-04-13
5e1b9427-5213-4917-9138-41d2e275bbb8,2ff22409-0545-4bad-8412-c222463ae89e,bf354916-9528-4db9-8189-f6524573c41b,2063,79,393,2024-03-27
0b2e59a5-9ea7-4b28-80d9-24febfc2ca9f,2ff22409-0545-4bad-8412-c222463ae89e,bbc4323f-7fdc-4913-8813-74f66d90fbff,987,51,200,2024-02-28
6c1f2fca-466d-42cf-bd62-7b60325190da,974580cc-56fe-4582-b5ce-a6ed463cc6ab,90d6c40d-10d6-432b-99fe-bd1448f1aa57,4297,100,398,2024-04-04
64fd02d9-aed2-4ef8-9029-61e61a721e8d,974580cc-56fe-4582-b5ce-a6ed463cc6ab,414c90e8-1f79-4fac-aa23-cea655b18828,3475,56,333,2024-02-02
978e8544-9c19-4fdf-9550-99766c3fe4b1,7136dcff-b3f0-4146-b0ef-34ab9c7ad9a1,bf354916-9528-4db9-8189-f6524573c41b,4196,79,345,2024-03-03
0f7c8a47-59e1-41bd-9582-a9cb719f952f,7136dcff-b3f0-4146-b0ef-34ab9c7ad9a1,bd0b4a2e-3f75-46a1-bf8a-5a82594d70a4,3129,115,245,2024-02-03
d1b62165-46ac-4cf3-a305-26f96929d900,7136dcff-b3f0-4146-b0ef-34ab9c7ad9a1,675870cd-1868-4277-aeba-578addec8838,1042,112,90,2024-03-05
0afac0ea-5622-466c-a8bc-d01d3fb7b889,7ca673b2-1a8e-494e-a899-42f5ca4e7c42,bbc4323f-7fdc-4913-8813-74f66d90fbff,1216,4,463,2024-02-20
9b8dba91-e3a7-4b15-8401-3e651d0702d5,7ca673b2-1a8e-494e-a899-42f5ca4e7c42,9a7f238f-ff0a-4a46-9bc5-b76c045f34f7,1482,96,365,2024-02-24
38c647d6-868f-4c3d-afd2-aca804555b34,7ca673b2-1a8e-494e-a899-42f5ca4e7c42,17c4e490-aea6-450e-8341-edd09cb436b7,3870,71,87,2024-02-28
734eb49a-ff3d-46f6-b664-0da2b60a8fb2,bc4e2dfe-0ed9-4d4b-9d97-db23a0a9d1c6,30a760c5-971e-45bc-a486-1b9c5c6cb5b3,4323,6,149,2024-04-18
e7fda9ea-aa95-4dd7-8d12-912c66b67cd3,bc4e2dfe-0ed9-4d4b-9d97-db23a0a9d1c6,067cb52e-60b6-4c7f-b93d-ba67d806f2e9,2643,24,331,2024-04-03
7645748f-c7c3-471f-a7a7-b1c7339a15fc,bc4e2dfe-0ed9-4d4b-9d97-db23a0a9d1c6,bbc4323f-7fdc-4913-8813-74f66d90fbff,3017,199,114,2024-04-05
c1e04338-6466-4736-b9ce-98cb33b9e357,bc4e2dfe-0ed9-4d4b-9d97-db23a0a9d1c6,2f1e95b4-aa81-4b55-926d-70531f59528d,3136,95,134,2024-02-21
086e25da-2f27-47de-aa85-284422351733,c6123b5d-9919-4e66-8ff9-4e47badbfc19,2f1e95b4-aa81-4b55-926d-70531f59528d,274,77,313,2024-03-19
5cc9fa78-6052-4664-acec-bb765ed62435,c6123b5d-9919-4e66-8ff9-4e47badbfc19,9a7f238f-ff0a-4a46-9bc5-b76c045f34f7,2176,32,238,2024-02-27
0d251469-dff6-4995-a605-ad9dc70478db,c6123b5d-9919-4e66-8ff9-4e47badbfc19,bf354916-9528-4db9-8189-f6524573c41b,4551,47,133,2024-03-14
4dd174d8-7216-4496-b703-2b401e13b9aa,75f8879d-2f8a-4920-abe6-c792ac5b250f,067cb52e-60b6-4c7f-b93d-ba67d806f2e9,215,51,259,2024-03-13
c4b1aedd-0811-45e3-9c80-1e3b0bbdce92,75f8879d-2f8a-4920-abe6-c792ac5b250f,17c4e490-aea6-450e-8341-edd09cb436b7,4071,139,195,2024-03-28
49689762-5af1-42b9-934a-90079cd47634,75f8879d-2f8a-4920-abe6-c792ac5b250f,bd0b4a2e-3f75-46a1-bf8a-5a82594d70a4,3483,83,101,2024-03-15
38e2970f-c543-48d8-879c-dd8d4ccb2648,79424797-af54-4ec8-bb70-8bbe4d8b05cd,30a760c5-971e-45bc-a486-1b9c5c6cb5b3,2689,52,217,2024-03-25
86ddb140-0e71-45a4-b3af-5f0ff0e901d5,d3433ed7-64eb-4102-b2d4-131bfecc4770,90d6c40d-10d6-432b-99fe-bd1448f1aa57,3534,33,419,2024-04-08
922da509-fde8-45b2-a264-734b63f4d715,d3433ed7-64eb-4102-b2d4-131bfecc4770,186252aa-ede5-4d43-ae8c-afa67e2d2f41,4554,63,125,2024-03-18
9cba67e3-62a7-4391-98ef-06852f1e36ea,d3433ed7-64eb-4102-b2d4-131bfecc4770,414c90e8-1f79-4fac-aa23-cea655b18828,4557,66,318,2024-03-26
6f74df15-cd5e-46c4-9706-74d91b23b5a6,2c9d811b-bb25-481f-8e21-d888b4e7882f,bbc4323f-7fdc-4913-8813-74f66d90fbff,2436,33,121,2024-03-02
599b43e6-9345-4f7e-8dd2-0b04a636760d,2c9d811b-bb25-481f-8e21-d888b4e7882f,067cb52e-60b6-4c7f-b93d-ba67d806f2e9,678,92,208,2024-04-06
58f8af1a-96f0-4fb5-80bc-b7009028f142,642d075a-9bab-4730-a1f1-983b07b5a198,3b5e3aa9-ba0f-4938-8883-41d61182dc94,96,6,295,2024-03-28
c8f9d40c-f5d1-4648-a1c8-61a7e83cbe3e,642d075a-9bab-4730-a1f1-983b07b5a198,675870cd-1868-4277-aeba-578addec8838,3622,182,266,2024-02-26
ad46110f-0634-4fcf-8dd6-540408dbb12d,9d81f88b-13b5-439e-9f48-cdf2f844a62c,675870cd-1868-4277-aeba-578addec8838,1033,16,245,2024-02-27
79e1ef4f-58b5-4962-8125-7218c8790e20,9d81f88b-13b5-439e-9f48-cdf2f844a62c,bf354916-9528-4db9-8189-f6524573c41b,3244,72,303,2024-02-02
db9d3242-9cd8-4da2-b1ce-8a49fe7a83f0,9d81f88b-13b5-439e-9f48-cdf2f844a62c,186252aa-ede5-4d43-ae8c-afa67e2d2f41,3958,132,348,2024-04-25
1d631251-00e2-4e7d-8a0b-ce47b450e5dd,01474d05-2ab9-4fa5-9d22-31a0f4eeaea8,bf354916-9528-4db9-8189-f6524573c41b,2587,12,324,2024-02-12
4cb94ef2-172f-4db8-b27f-211d6dbec620,01474d05-2ab9-4fa5-9d22-31a0f4eeaea8,30a760c5-971e-45bc-a486-1b9c5c6cb5b3,3088,57,483,2024-04-16
025ace03-7d47-4bd0-8443-3aa2f541acf1,0f3d3b51-e162-4223-af52-cc806aaf888d,fa42ec50-bf62-41ae-851d-68ee160f73ae,171,66,457,2024-02-25
da8388fd-6c53-4908-8444-5b92e7028dae,0f3d3b51-e162-4223-af52-cc806aaf888d,067cb52e-60b6-4c7f-b93d-ba67d806f2e9,2214,91,333,2024-03-25
7500b951-92e0-4341-b868-e66648171210,91ee8468-94c0-4c8c-9078-4f87a42fd562,414c90e8-1f79-4fac-aa23-cea655b18828,2763,190,349,2024-02-08
a44355b8-bd97-4bcb-b3ca-330ed2fb240f,91ee8468-94c0-4c8c-9078-4f87a42fd562,2f1e95b4-aa81-4b55-926d-70531f59528d,1661,43,224,2024-02-10
b0c74327-22c7-4bf4-9043-449301ac6cb1,07fe9023-d3ea-4ac4-bf0d-57f31a85f233,bd0b4a2e-3f75-46a1-bf8a-5a82594d70a4,4979,11,211,2024-03-02
c5d7ba8b-c66d-4449-b9dc-f015b044df7e,07fe9023-d3ea-4ac4-bf0d-57f31a85f233,bf354916-9528-4db9-8189-f6524573c41b,2798,176,460,2024-04-09
9c97da2c-7651-488f-96ec-2c7731b12e61,d3fd7c96-8e24-414f-bb71-2c39d90ccc43,3b5e3aa9-ba0f-4938-8883-41d61182dc94,1251,166,281,2024-02-18
1d638dff-789b-48a9-b682-eee30d6211a2,d3fd7c96-8e24-414f-bb71-2c39d90ccc43,675870cd-1868-4277-aeba-578addec8838,545,21,214,2024-02-16
27b51168-d161-4b07-9a2b-9dbfbf6849ef,fe0f7249-07f7-4b51-87b7-7954d315a107,fa42ec50-bf62-41ae-851d-68ee160f73ae,3415,12,63,2024-03-17
9b5814a0-6527-4490-b914-334f79aafd05,866536f5-3f2c-4601-b5de-e076053f2420,30a760c5-971e-45bc-a486-1b9c5c6cb5b3,2293,123,452,2024-03-08
1bdc0244-05ac-47c6-a2c1-e0bacc584055,866536f5-3f2c-4601-b5de-e076053f2420,bbc4323f-7fdc-4913-8813-74f66d90fbff,4999,65,87,2024-03-21
56f426fb-a713-4767-ad90-c30ed8f4b924,84f811b9-9608-4d36-bbf2-5476d484ab57,bd0b4a2e-3f75-46a1-bf8a-5a82594d70a4,3480,109,351,2024-04-21
1f11dd71-5540-4ea6-b78d-9c318701f563,7591ccff-fa75-42e6-a6b3-485b3b22f2fa,186252aa-ede5-4d43-ae8c-afa67e2d2f41,1129,140,450,2024-03-27
196bba6d-0009-48c8-b683-1aaca30029aa,7591ccff-fa75-42e6-a6b3-485b3b22f2fa,414c90e8-1f79-4fac-aa23-cea655b18828,2290,24,129,2024-02-01
08ea78de-a36b-4a6f-917a-8ed3a1fb644d,7591ccff-fa75-42e6-a6b3-485b3b22f2fa,bf354916-9528-4db9-8189-f6524573c41b,3774,63,261,2024-04-03
254d63b0-26e2-44ae-a9c7-dc6dd009b0fd,f67d4bf4-590f-4bac-858d-021c46664d03,414c90e8-1f79-4fac-aa23-cea655b18828,2982,192,280,2024-02-11
10fc3f4f-fef6-423d-bd95-dfe31517f3a7,f67d4bf4-590f-4bac-858d-021c46664d03,17c4e490-aea6-450e-8341-edd09cb436b7,3985,3,312,2024-02-18
f4b1786c-f057-450d-8426-1628ea714046,e40adfe0-40c2-40d7-b25a-cce29c44540e,bd0b4a2e-3f75-46a1-bf8a-5a82594d70a4,1241,97,220,2024-04-23
916881af-dfd8-4af9-b4fb-9224ca5297de,e40adfe0-40c2-40d7-b25a-cce29c44540e,90d6c40d-10d6-432b-99fe-bd1448f1aa57,1272,151,284,2024-04-28
b451dfc5-f8a2-4d43-bd97-db1bc5abb76a,e40adfe0-40c2-40d7-b25a-cce29c44540e,fa42ec50-bf62-41ae-851d-68ee160f73ae,4054,90,69,2024-02-29
e2f4eac6-ac85-45fd-bbb4-632e4d2b7c26,efa2091e-c65b-4019-98b7-4548a9313b6d,186252aa-ede5-4d43-ae8c-afa67e2d2f41,1596,193,411,2024-04-08
cd5f7c7b-b8d9-4c1d-89ee-e2b21de5f29a,efa2091e-c65b-4019-98b7-4548a9313b6d,ab993ac2-3403-4413-88ca-adf00cee0973,539,110,487,2024-02-23
98fbfb01-4d2f-42a7-8eaa-1379b15a00a7,a8dc926f-1a8f-40b8-af94-cd7adb95e006,fa42ec50-bf62-41ae-851d-68ee160f73ae,4163,130,132,2024-04-10
1e267b18-2348-48f9-a89d-081eb5384cef,a8dc926f-1a8f-40b8-af94-cd7adb95e006,9a7f238f-ff0a-4a46-9bc5-b76c045f34f7,2366,111,325,2024-03-24
06ef331e-c8c1-4026-8bbc-daa8397741b4,a8dc926f-1a8f-40b8-af94-cd7adb95e006,414c90e8-1f79-4fac-aa23-cea655b18828,19,4,262,2024-02-07
d013056c-14e2-421c-a5a1-0167d91ebf1f,a4600996-f163-447e-91a7-2a3d0453608c,414c90e8-1f79-4fac-aa23-cea655b18828,3969,184,128,2024-02-13
be39d5c0-8cf8-467a-8341-4d7cb269bf8d,a4600996-f163-447e-91a7-2a3d0453608c,ab993ac2-3403-4413-88ca-adf00cee0973,1746,120,471,2024-04-11
e616545f-dc6c-4cb5-b36d-7c66ae96bad6,58578fdc-fb14-48c8-b848-23d85f19c821,30a760c5-971e-45bc-a486-1b9c5c6cb5b3,3095,137,444,2024-04-20
cd809df0-a2f6-49b7-8a04-825490113c18,b8ac186c-24ce-4295-9b85-5eb60367624f,675870cd-1868-4277-aeba-578addec8838,985,139,338,2024-02-27
c5a7bdbe-aed7-4f08-91dc-2ff68ffc956e,b8ac186c-24ce-4295-9b85-5eb60367624f,2f1e95b4-aa81-4b55-926d-70531f59528d,4084,76,346,2024-02-22
c7d97d24-d3fe-4e5f-a490-a6f3acb19817,b8ac186c-24ce-4295-9b85-5eb60367624f,90d6c40d-10d6-432b-99fe-bd1448f1aa57,707,81,193,2024-03-07
b08830e4-d353-4760-8e9e-edf1b9653c6c,27645527-2742-4777-b777-f5718c19513e,30a760c5-971e-45bc-a486-1b9c5c6cb5b3,1355,126,358,2024-02-05
5971e459-979d-4a7f-82b8-c34b5157e850,27645527-2742-4777-b777-f5718c19513e,bf354916-9528-4db9-8189-f6524573c41b,4928,107,317,2024-04-22
d0f243ee-c93a-4cc1-bc0e-23cebbcd7f58,bc33422e-ae2a-4718-8cea-7664304e1c50,414c90e8-1f79-4fac-aa23-cea655b18828,3604,76,300,2024-03-08
c26f5532-b7a9-4ccc-948c-5011ddb107d8,bc33422e-ae2a-4718-8cea-7664304e1c50,186252aa-ede5-4d43-ae8c-afa67e2d2f41,4213,25,345,2024-04-02
d8af85b4-902c-47db-93cb-c7d8fa8e1925,bc33422e-ae2a-4718-8cea-7664304e1c50,fa42ec50-bf62-41ae-851d-68ee160f73ae,3940,48,230,2024-02-06
15a87253-6ccf-4171-a731-6875ff6f947e,13da1830-d2d7-4e51-9c2f-e70cdf39e6af,90d6c40d-10d6-432b-99fe-bd1448f1aa57,4819,113,123,2024-04-27
